Timestamp,Person_ID,Action,Confidence
4.4454240798950195,1,Standing,0.9505497
4.512930631637573,2,Standing,0.9505497
4.648831129074097,1,Standing,0.9475784
4.693527460098267,2,Standing,0.9475784
4.809437274932861,1,Standing,0.9458185
4.850360631942749,2,Standing,0.9458185
4.971734285354614,1,Standing,0.94414705
5.013246774673462,2,Standing,0.94414705
5.1149046421051025,1,Standing,0.942174
5.1571502685546875,2,Standing,0.942174
5.2516562938690186,1,Standing,0.9391706
5.291014671325684,2,Standing,0.9391706
5.388333082199097,1,Standing,0.93608314
5.429580926895142,2,Standing,0.93608314
5.5327675342559814,1,Standing,0.9331334
5.578292369842529,2,Standing,0.9331334
5.898033142089844,1,Standing,0.9301823
5.947183609008789,2,Standing,0.9301823
6.054559707641602,1,Standing,0.9274548
6.093066215515137,2,Standing,0.9274548
6.220625638961792,1,Standing,0.9245278
6.271050453186035,2,Standing,0.9245278
6.400112152099609,1,Standing,0.92616624
6.526817083358765,2,Standing,0.92616624
7.020874977111816,1,Standing,0.9288097
7.279210805892944,2,Standing,0.9288097
7.423927545547485,1,Standing,0.9300567
7.486933469772339,2,Standing,0.9300567
7.617930889129639,1,Standing,0.92887706
7.669931650161743,2,Standing,0.92887706
7.798669099807739,1,Standing,0.9282774
7.844883441925049,2,Standing,0.9282774
7.956548690795898,1,Standing,0.92922074
8.01379108428955,2,Standing,0.92922074
8.134964942932129,1,Standing,0.9309625
8.178463697433472,2,Standing,0.9309625
8.279021978378296,1,Standing,0.9328359
8.328043937683105,2,Standing,0.9328359
8.437694072723389,1,Standing,0.9349718
8.482567071914673,2,Standing,0.9349718
8.595581531524658,1,Standing,0.9381566
8.643817663192749,2,Standing,0.9381566
8.764923810958862,1,Standing,0.941992
8.8129243850708,2,Standing,0.941992
8.924105882644653,1,Standing,0.94532895
8.96561074256897,2,Standing,0.94532895
9.060992240905762,1,Standing,0.9494827
9.103213548660278,2,Standing,0.9494827
9.211939811706543,1,Standing,0.9528329
9.251346588134766,2,Standing,0.9528329
9.348918676376343,1,Standing,0.9556867
9.387778759002686,2,Standing,0.9556867
9.496386051177979,1,Standing,0.9579114
9.539976596832275,2,Standing,0.9579114
9.64808988571167,1,Standing,0.9594293
9.689152956008911,2,Standing,0.9594293
9.783912420272827,1,Standing,0.9606285
9.82315731048584,2,Standing,0.9606285
9.9273362159729,1,Standing,0.9621294
9.964760303497314,2,Standing,0.9621294
10.065267562866211,1,Standing,0.96280533
10.110148429870605,2,Standing,0.96280533
10.203833103179932,1,Standing,0.9633563
10.245114088058472,2,Standing,0.9633563
10.345651388168335,1,Standing,0.9628302
10.383176565170288,2,Standing,0.9628302
10.481714248657227,1,Standing,0.9624799
10.519987344741821,2,Standing,0.9624799
10.622775077819824,1,Standing,0.96165687
10.662929773330688,2,Standing,0.96165687
10.778955459594727,1,Standing,0.96073616
10.815761804580688,2,Standing,0.96073616
10.928913593292236,1,Standing,0.9588367
10.96823263168335,2,Standing,0.9588367
11.074953556060791,1,Standing,0.95622736
11.116454362869263,2,Standing,0.95622736
11.218459367752075,1,Standing,0.9554586
11.260783910751343,2,Standing,0.9554586
11.366178512573242,1,Standing,0.9552113
11.40496015548706,2,Standing,0.9552113
11.514023542404175,1,Standing,0.95488507
11.554331541061401,2,Standing,0.95488507
11.65078091621399,1,Standing,0.9566958
11.695612668991089,2,Standing,0.9566958
11.790778398513794,1,Standing,0.9578885
11.830284833908081,2,Standing,0.9578885
11.928258657455444,1,Standing,0.95904386
11.967467308044434,2,Standing,0.95904386
12.065956354141235,1,Standing,0.95952564
12.113953590393066,2,Standing,0.95952564
12.22278356552124,1,Standing,0.9595957
12.263121604919434,2,Standing,0.9595957
12.361270427703857,1,Standing,0.95931005
12.402358531951904,2,Standing,0.95931005
12.524852752685547,1,Standing,0.95906943
12.58247709274292,2,Standing,0.95906943
12.72710657119751,1,Standing,0.95985615
12.775946140289307,2,Standing,0.95985615
12.918236255645752,1,Standing,0.9616566
12.960498809814453,2,Standing,0.9616566
13.067267179489136,1,Standing,0.96281415
13.11306095123291,2,Standing,0.96281415
13.227564811706543,1,Standing,0.9639749
13.274337768554688,2,Standing,0.9639749
13.376539468765259,1,Standing,0.9650212
13.416488647460938,2,Standing,0.9650212
13.513247013092041,1,Standing,0.96578157
13.557725429534912,2,Standing,0.96578157
13.655538320541382,1,Standing,0.9655365
13.700368404388428,2,Standing,0.9655365
13.817078113555908,1,Standing,0.96421427
13.86065125465393,2,Standing,0.96421427
13.956104755401611,1,Standing,0.96042454
14.004862546920776,2,Standing,0.96042454
14.09944486618042,1,Standing,0.9545417
14.146950960159302,2,Standing,0.9545417
14.274196863174438,1,Standing,0.94600046
14.321935892105103,2,Standing,0.94600046
14.433488368988037,1,Standing,0.9339344
14.480928897857666,2,Standing,0.9339344
14.5930757522583,1,Standing,0.9182838
14.64533281326294,2,Standing,0.9182838
14.752295017242432,1,Standing,0.9004029
14.799667835235596,2,Standing,0.9004029
14.927415609359741,1,Standing,0.88010657
14.959076166152954,2,Standing,0.88010657
15.10032033920288,1,Standing,0.8456685
15.132107734680176,2,Standing,0.8456685
15.242757558822632,1,Standing,0.803435
15.274456024169922,2,Standing,0.803435
15.36978530883789,1,Standing,0.7499313
15.418590068817139,2,Standing,0.7499313
15.51384449005127,1,Standing,0.6812554
15.561438083648682,2,Standing,0.6812554
15.657333374023438,1,Standing,0.59682405
15.704911231994629,2,Standing,0.59682405
15.816160917282104,1,Clapping,0.5025401
15.86409854888916,2,Clapping,0.5025401
15.990053176879883,1,Clapping,0.60078675
16.037317991256714,2,Clapping,0.60078675
16.19776749610901,1,Clapping,0.70069253
16.243074417114258,2,Clapping,0.70069253
16.33868932723999,1,Clapping,0.7892861
16.370498180389404,2,Clapping,0.7892861
16.482190132141113,1,Clapping,0.85877115
16.52997064590454,2,Clapping,0.85877115
16.6253879070282,1,Clapping,0.9092162
16.67325258255005,2,Clapping,0.9092162
16.76979374885559,1,Clapping,0.93598914
16.80119562149048,2,Clapping,0.93598914
16.914734363555908,1,Clapping,0.9598626
16.960422039031982,2,Clapping,0.9598626
17.055794954299927,1,Clapping,0.9800295
17.10375165939331,2,Clapping,0.9800295
17.199107885360718,1,Clapping,0.99460596
17.246863842010498,2,Clapping,0.99460596
17.343240976333618,1,Clapping,0.99851245
17.39055895805359,2,Clapping,0.99851245
17.48583483695984,1,Clapping,0.99916494
17.533626079559326,2,Clapping,0.99916494
17.629515409469604,1,Clapping,0.9994361
17.680134296417236,2,Clapping,0.9994361
17.771965980529785,1,Clapping,0.99962294
17.81993269920349,2,Clapping,0.99962294
17.915931701660156,1,Clapping,0.9997663
17.96325373649597,2,Clapping,0.9997663
18.059823989868164,1,Clapping,0.9998049
18.107170343399048,2,Clapping,0.9998049
18.2022545337677,1,Clapping,0.9998103
18.24978995323181,2,Clapping,0.9998103
18.345579862594604,1,Clapping,0.99978226
18.401057243347168,2,Clapping,0.99978226
18.503814697265625,1,Clapping,0.99973375
18.550806999206543,2,Clapping,0.99973375
18.647326231002808,1,Clapping,0.9996722
18.69508123397827,2,Clapping,0.9996722
18.79154086112976,1,Clapping,0.9996062
18.82340407371521,2,Clapping,0.9996062
18.935380697250366,1,Clapping,0.99951744
18.967456817626953,2,Clapping,0.99951744
19.079530477523804,1,Clapping,0.9993741
19.12726616859436,2,Clapping,0.9993741
19.238649368286133,1,Clapping,0.9991843
19.271076440811157,2,Clapping,0.9991843
19.383046865463257,1,Clapping,0.99882764
19.41468834877014,2,Clapping,0.99882764
19.5267915725708,1,Clapping,0.99808735
19.574703454971313,2,Clapping,0.99808735
19.670586109161377,1,Clapping,0.99657804
19.718283891677856,2,Clapping,0.99657804
19.830170154571533,1,Clapping,0.99263203
19.86226463317871,2,Clapping,0.99263203
19.957903146743774,1,Clapping,0.98272854
20.005159616470337,2,Clapping,0.98272854
20.10070276260376,1,Clapping,0.9645002
20.13246774673462,2,Clapping,0.9645002
20.248011589050293,1,Clapping,0.9183067
20.292455434799194,2,Clapping,0.9183067
20.388228178024292,1,Clapping,0.62920165
20.434908866882324,2,Clapping,0.62920165
20.530970811843872,1,Standing,0.8998394
20.57799744606018,2,Standing,0.8998394
20.674788236618042,1,Standing,0.93110085
20.706772804260254,2,Standing,0.93110085
20.820496797561646,1,Standing,0.9448
20.865719318389893,2,Standing,0.9448
20.96212935447693,1,Standing,0.9525057
21.0096697807312,2,Standing,0.9525057
21.105717658996582,1,Standing,0.95382494
21.15316104888916,2,Standing,0.95382494
21.24815344810486,1,Standing,0.9545695
21.29756450653076,2,Standing,0.9545695
21.406594038009644,1,Standing,0.9538679
21.43861699104309,2,Standing,0.9538679
21.549296855926514,1,Standing,0.9553864
21.596858978271484,2,Standing,0.9553864
21.7078537940979,1,Standing,0.95795304
21.739396572113037,2,Standing,0.95795304
21.86622643470764,1,Standing,0.96004915
21.91365909576416,2,Standing,0.96004915
22.015329360961914,1,Standing,0.96175313
22.05669641494751,2,Standing,0.96175313
22.151628255844116,1,Standing,0.9619674
22.19850254058838,2,Standing,0.9619674
22.30957007408142,1,Standing,0.96254516
22.357263326644897,2,Standing,0.96254516
22.452681064605713,1,Standing,0.96270066
22.5000159740448,2,Standing,0.96270066
22.595272541046143,1,Standing,0.9604959
22.643319368362427,2,Standing,0.9604959
22.73980474472046,1,Standing,0.9583917
22.787286520004272,2,Standing,0.9583917
22.883647441864014,1,Standing,0.956533
22.93137240409851,2,Standing,0.956533
23.075652599334717,1,Standing,0.9537357
23.125121593475342,2,Standing,0.9537357
23.248899698257446,1,Standing,0.94779783
23.31252431869507,2,Standing,0.94779783
23.67167639732361,1,Standing,0.94004244
23.824207544326782,2,Standing,0.94004244
24.16838312149048,1,Standing,0.9347944
24.31855344772339,2,Standing,0.9347944
24.624554872512817,1,Standing,0.9326401
24.6957790851593,2,Standing,0.9326401
24.858771085739136,1,Standing,0.93216306
24.940645933151245,2,Standing,0.93216306
25.102887392044067,1,Standing,0.9329898
25.17025327682495,2,Standing,0.9329898
25.293139934539795,1,Standing,0.9348677
25.384498596191406,2,Standing,0.9348677
25.595524311065674,1,Standing,0.93529266
25.68142032623291,2,Standing,0.93529266
25.809096097946167,1,Standing,0.9370671
25.878403186798096,2,Standing,0.9370671
26.01461410522461,1,Standing,0.93734604
26.06243348121643,2,Standing,0.93734604
26.188543558120728,1,Standing,0.93541425
26.245107650756836,2,Standing,0.93541425
26.361555099487305,1,Standing,0.93225574
26.40824604034424,2,Standing,0.93225574
26.518540859222412,1,Standing,0.92740774
26.56569504737854,2,Standing,0.92740774
26.66156554222107,1,Standing,0.9212721
26.708555936813354,2,Standing,0.9212721
26.81859040260315,1,Standing,0.91830564
26.85062050819397,2,Standing,0.91830564
26.957019090652466,1,Standing,0.9197455
26.99320149421692,2,Standing,0.9197455
27.088752508163452,1,Standing,0.9195835
27.119818449020386,2,Standing,0.9195835
27.231379508972168,1,Standing,0.9187725
27.278810501098633,2,Standing,0.9187725
27.390416860580444,1,Standing,0.91854835
27.43772006034851,2,Standing,0.91854835
27.532524824142456,1,Standing,0.9177017
27.579983949661255,2,Standing,0.9177017
27.6758394241333,1,Standing,0.91820663
27.723222017288208,2,Standing,0.91820663
27.818302869796753,1,Standing,0.9179022
27.865867853164673,2,Standing,0.9179022
27.96195340156555,1,Standing,0.9189275
28.009323596954346,2,Standing,0.9189275
28.13608479499817,1,Standing,0.9231201
28.169580936431885,2,Standing,0.9231201
28.263622522354126,1,Standing,0.92766505
28.326878547668457,2,Standing,0.92766505
28.437641859054565,1,Standing,0.93326616
28.484970808029175,2,Standing,0.93326616
28.581544160842896,1,Standing,0.9381631
28.62890863418579,2,Standing,0.9381631
28.78179359436035,1,Standing,0.94260305
28.868906497955322,2,Standing,0.94260305
